name,city,district,subdistrict,address,lat,lon,phone,Sunday,Monday,Tuesday,Wednesady,Thursday,Friday,Saturday,notes,owner
,רמת השרון,תל אביב,תל אביב,הנצח 3,32.138056,34.8437686,03-5484646,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,08:00-13:00,סגור,,מכבי שרותי בריאות
,רמת השרון,תל אביב,תל אביב,מוריה 31,32.1451094,34.8372319,"03-7607222 ,03-7607222",7:00-14:0016:00-19:00,8:00-14:00,8:00-14:0016:00-19:00,7:00-12:00,8:00-14:00,8:00-12:00,סגור,,קופת חולים כללית
,רמת השרון,תל אביב,תל אביב,בית הילל  6,32.1355608,34.8525934,"03-7600813 ,03-7600813",9:00-12:0016:00-19:00,9:00-12:00,9:00-12:00,סגור,9:00-12:00,סגור,סגור,,קופת חולים כללית
,רמת יוחנן,חיפה,חיפה,ד.נ כפר המכבי,32.793457,35.122208,04-8459223,8:00-12:00,יחוסנו באושה,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,רמת ישי,צפון,יזרעאל,רמת ישי,32.706899,35.172564,04-9534957,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,רמת צבי,צפון,יזרעאל,ד.נ גלבוע,32.591962,35.414497,04-6532340,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,רמת רחל,ירושלים,ירושלים,ד.נ הרי יהודה,31.740177,35.219548,02-6702951,סגור,סגור,7:30-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
,רעות,מרכז,רמלה,מרכז מסחרי רעות,31.885983,35.017594,08-9263613,8:00-13:00,11:00-19:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,קופת חולים כללית
,רעים,דרום,באר שבע,ד.נ הנגב,31.386159,34.458823,08-9940220,10:00-12:00,סגור,16:00-17:00,סגור,סגור,9:00-11:00,סגור,,קופת חולים כללית
,רעננה,מרכז,פתח תקווה,אחוזה 124,32.1807766,34.8737099,09-7470777,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,מכבי שרותי בריאות
,רעננה,מרכז,פתח תקווה,הנוטרים 7,32.1832314,34.8661232,09-7707111,8:00-12:0016:00-19:00,8:00-13:0016:00-19:00,8:00-13:00,8:00-13:0016:00-19:00,8:00-14:00,8:00-12:00,סגור,,קופת חולים כללית
,רעננה,מרכז,פתח תקווה,הנשר 1,32.1898616,34.8548043,"09-7705500 ,09-7705500",9:00-12:00 16:00-19:00,הילדים מופנים למרפאת שועלי ולמרפאת הנוטרים,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,רעננה,מרכז,פתח תקווה,אליעזר יפה   8,32.1821195,34.875309,09-7477979,8:00-15:00,8:00-15:00,8:00-13:00,8:00-13:00,8:00-13:0016:00-19:00,8:00-11:30,סגור,,קופת חולים כללית
,רשפים,צפון,יזרעאל,ד.נ גליל תחתון,32.481235,35.47879,04-6065133,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שבי ציון,צפון,עכו,דואר שבי ציון,32.982079,35.083005,04-9829231,6:30-12:00,6:00-12:00,6:00-13:00,6:00-12:00,6:00-11:30,7:30-11:00,סגור,,קופת חולים כללית
,שבלי,צפון,יזרעאל,שיבלי,32.693122,35.397544,04-6765070,8:00-14:00,8:00-14:00,8:00-20:00,8:00-14:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
,שגב שלום,דרום,באר שבע,שגב שלום,31.203665,34.840538,08-6230762,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שדה אילן,צפון,כנרת,ד.נ גליל תחתון,32.75051,35.422429,"04-6760104 ,04-6620282",8:00-11:00,10:00-12:00,סגור,11:00-13:00,18:00-20:00,סגור,סגור,,קופת חולים כללית
,שדה אליהו,צפון,יזרעאל,ד.נ בית שאן,32.441882,35.513803,04-6096500,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שדה בוקר,דרום,באר שבע,ד.נ רמת הנגב,30.873611,34.793098,08-6532837,10:00-13:00,סגור,16:00-20:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שדה בוקר,דרום,באר שבע,ד.נ לכיש דרום,30.873611,34.793098,08-6560333,10:00-12:00,סגור,10:00-12:00,10:00-12:00,10:00-12:00,סגור,סגור,,קופת חולים כללית
,שדה בוקר,דרום,באר שבע,מכללת בן גוריון,30.873611,34.793098,08-6261450,סגור,8:30-12:00,סגור,8:30-12:00,13:30-15:00,סגור,סגור,,מכבי שרותי בריאות
,שדה דוד,אשקלון,אשקלון,דואר שדה דוד,31.577476,34.683443,08-6848619,סגור,סגור,8:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שדה יעקב,צפון,יזרעאל,ד.נ גליל עליון,32.69756,35.141315,04-9831247,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שדה נחמיה,צפון,צפת,ד.נ גליל עליון,33.188234,35.62307,"04-6946916 ,04-6946916","אחה""צ לפי הזמנה",14:00-19:00,סגור,סגור,"אחה""צ לפי הזמנה",סגור,סגור,,קופת חולים כללית
,שדות ים,חיפה,חדרה,,32.492613,34.89315,04-6364370,8:00-14:00,סגור,8:00-14:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שדמות מחולה,ירושלים,ירושלים,ד.נ. יהודה 90855,32.347731,35.530587,04-6099743,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
שדרות א',שדרות,אשקלון,אשקלון,רח' משעול הגיא 10,31.522694,34.595581,08-6899889,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
שדרות ב',שדרות,אשקלון,אשקלון,רח' ברית ערים 4,31.522694,34.595581,08-6898171,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
,שואבה,ירושלים,ירושלים,ד.נ יהודה 90855,31.799369,35.079003,"02-5345016 ,02-5345016",סגור,7:30-15:30 שלוש בחודש 9:00-17:00 אחת לחודש,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שובל,דרום,באר שבע,שד' עמק אילון,31.413734,34.745814,08-9916222,14:00-16:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שוהם,מרכז,רמלה,ד.נ. הנגב,32.005389,34.946584,"03-9793323 ,03-9253681",סגור,9:00-12:00,9:00-12:00,9:00-12:00,סגור,סגור,סגור,,קופת חולים כללית
,שומריה,אשקלון,אשקלון,ד.נ הרי אפרים,31.432154,34.884095,08-9918129,10:00-12:00,11:00-14:00,14:00-17:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
דנון,דנון,צפון,עכו,שייח' דנון,32.993519,35.146841,04-9820904,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שילה,ירושלים,ירושלים,,32.054405,35.29909,,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,שילה,ירושלים,ירושלים,ד.נ אפרים,32.054405,35.29909,02-9941169,16:00-18:00,8:00-13:30 16:00-17:00,סגור,8:00-14:00,סגור,סגור,סגור,,קופת חולים כללית
,חורה,,,שכונה 9,31.300399,34.935688,08-6510178,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שלוחות,צפון,יזרעאל,ז'בוטינסקי,32.472608,35.480488,04-6062121,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שלומי,צפון,עכו,הרב חזן 105,33.072275,35.147263,04-9875016,8:00-16:00,8:00-14:00,8:00-16:00,8:00-18:00,סגור,סגור,סגור,,משרד הבריאות
,שלומי,צפון,עכו,ד.נ גליל עליון,33.072609,35.145945,04-9808516,8:00-17:00,8:00-18:00,8:00-14:00,8:00-12:00,8:00-17:00,8:00-12:00,סגור,,קופת חולים כללית
,שמיר,צפון,צפת,ד.נ אושרת,33.166754,35.659949,04-6947844,8:00-10:00,8:00-10:00,סגור,8:00-10:00,8:00-10:00,סגור,סגור,,קופת חולים כללית
,שמרת,צפון,עכו,מעיינות,32.95148,35.094955,04-9854790,8:00-13:00,8:00-18:00,8:00-13:00,8:00-13:00,8:00-13:00,8:00-12:00,סגור,,קופת חולים כללית
,שמשית,צפון,יזרעאל,ד.נ רמת הגולן,32.732527,35.246518,04-6021999,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שניר,צפון,צפת,ד.נ שמשון,33.240338,35.677015,04-6952538,סגור,9:00-10:30,סגור,סגור,14:00-16:30,סגור,סגור,,קופת חולים כללית
,שעב,צפון,עכו,שעב,32.890435,35.241427,04-9883716,8:00-16:00,8:00-16:00,8:00-16:00,8:00-18:00,8:00-18:00,סגור,סגור,,משרד הבריאות
,שעלבים,מרכז,רמלה,דואר שער העמקים,31.870235,34.984304,"08-9259121 ,08-9259121",9:00-12:00,סגור,7:00-11:30,15:00-19:30,9:00-12:00,סגור,סגור,,קופת חולים כללית
,שער העמקים,חיפה,חיפה,יהלום - שערי תקווה,32.722621,35.110601,04-9839223,8:00-12:00,8:00-12:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שפיים,מרכז,השרון,ד.נ. שריגים שריגים,32.216586,34.822409,"09-7523800 ,09-9523800",סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,שפרעם,צפון,עכו,שפרעם,32.805765,35.169971,04-9865345,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שפרעם,צפון,עכו,שפרעם,32.805765,35.169971,04-9866449,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שפרעם,צפון,עכו,שפרעם,32.805765,35.169971,04-9866266,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שפרעם,צפון,עכו,שפרעם,32.805765,35.169971,04-9500784,8:00-16:00,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שפרעם,צפון,עכו,שפרעם,32.805765,35.169971,04-9501717,סגור,8:00-16:00,סגור,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,שקד,מרכז,מרכז,ד.נ מנשה,32.473745,35.168448,,סגור,סגור,סגור,סגור,8:00-13:00,סגור,סגור,,קופת חולים לאומית
,שקף,דרום,באר שבע,מושב שקף,31.51489,34.937318,050-8806322,סגור,9:00-13:00  16:30-19:00,סגור,סגור,סגור,סגור,סגור,,מכבי שרותי בריאות
,משמר השרון,מרכז,השרון,,32.356305,34.904256,09-8661506,8:00-12:00 16:00-18:30,8:00-12:00,8:00-18:30,8:00-12:00,8:00-12:00,8:00-12:00,סגור,,קופת חולים כללית
,שריגים,ירושלים,ירושלים,ד.נ יזרעאל,31.678567,34.93509,"02-9914008 ,02-9911868",9:00-12:00,8:00-13:00,14:30-19:00,סגור,8:30-14:00 פעמיים בחודש 14:00-18:00 פעמיים בחודש,סגור,סגור,,קופת חולים כללית
,שריד,צפון,יזרעאל,ד.נ גלבוע,32.663059,35.224755,04-6546264,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בית שטראוס,תל אביב יפו,תל אביב,תל אביב,בלפור 14,32.0676064,34.7741299,03-5643411,7:30-19:30,11:00-19:00,7:30-19:30,7:30-19:30,7:30-19:30,8:00-13:00,סגור,,עיריית תל אביב יפו
דוידקה,תל אביב יפו,תל אביב,תל אביב,דוידקה 18,32.0548879,34.792816,03-7302367,7:00-19:00,7:00-19:00,7:00-19:00,7:00-19:00,7:00-19:00,8:00-13:00,סגור,,עיריית תל אביב יפו
קינג ג'ורג',תל אביב יפו,תל אביב,תל אביב,קינג ג'ורג' 33,32.0720528,34.7736066,03-7240366,7:00-15:00,11:00-19:00,7:00-15:00,7:00-15:00,7:00-15:30,סגור,סגור,,עיריית תל אביב יפו
תחנה מרכזית,תל אביב יפו,תל אביב,תל אביב,ראשון לציון 3,32.0568502,34.7815735,03-6871841,7:30-16:00,7:30-16:00,7:30-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,עיריית תל אביב יפו
קרית שלום,תל אביב יפו,תל אביב,תל אביב,הקשת 8,32.0427402,34.7742247,03-5183167,7:30-15:30,7:30-15:00,7:30-15:30,11:00-19:00,7:00-15:00,8:00-13:00,סגור,,עיריית תל אביב יפו
נוה אליעזר,תל אביב יפו,תל אביב,תל אביב,ברלב 195,32.0451887,34.8088532,03-6318905,7:00-15:00,11:00-19:00,7:00-15:00,7:00-15:00,7:00-15:00,סגור,סגור,,עיריית תל אביב יפו
ביצרון,תל אביב יפו,תל אביב,תל אביב,קלמן שולמן 3,32.0686339,34.7971783,03-5622894,7:00-15:00,11:00-19:00,7:00-15:00,סגור,סגור,סגור,סגור,,עיריית תל אביב יפו
שכונת עזרא,תל אביב יפו,תל אביב,תל אביב,טבת 15,32.046408,34.7907562,03-6879540,7:00-15:00,11:00-19:00,סגור,סגור,7:30-15:00,סגור,סגור,,עיריית תל אביב יפו
עג'מי - מרכז הירש,תל אביב יפו,תל אביב,תל אביב,הערמון 8,32.0450578,34.7507521,03-6834564,7:30-15:30,7:30-15:30,7:30-18:30,10:00-18:00,7:30-15:30,סגור,סגור,,עיריית תל אביב יפו
יפו ג',תל אביב יפו,תל אביב,תל אביב,עירית 17,32.0357281,34.7499711,03-6596773,7:30-19:00,7:30-19:30,7:30-15:30,11:00-19:00,7:30-19:00,סגור,סגור,,עיריית תל אביב יפו
בבלי,תל אביב יפו,תל אביב,תל אביב,ירושלמי 14,32.0960586,34.8000699,03-6047653,7:00-19:00,11:00-19:00,7:00-19:00,7:00-19:00,7:00-19:00,8:00-13:00,סגור,,עיריית תל אביב יפו
נוה שרת,תל אביב יפו,תל אביב,תל אביב,פילדלפיה 6,32.1212659,34.8405209,03-6470817,7:00-15:00,11:00-19:00,7:00-15:00,7:00-15:00,סגור,סגור,סגור,,עיריית תל אביב יפו
שיכון ל',תל אביב יפו,תל אביב,תל אביב,בורלא 27,32.1083313,34.7905628,03-6991064,7:00-15:00,11:00-19:00,7:00-15:00,7:00-15:00,7:00-15:00,סגור,סגור,,עיריית תל אביב יפו
נאות אפקה,תל אביב יפו,תל אביב,תל אביב,למדן 20,32.1194401,34.82284,03-6483236,7:00-15:00,11:00-19:00,7:00-15:00,סגור,7:00-15:00,סגור,סגור,,עיריית תל אביב יפו
,תל יוסף,צפון,יזרעאל,מצדה,32.556704,35.398914,04-6534952,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,תל מונד,מרכז,השרון,השקד 4,32.2577207,34.9193366,09-7774600,8:00-12:00 16:00-18:00,8:00-12:00 16:00-18:00,8:00-12:00 16:00-18:00,8:00-12:00 16:00-18:00,8:00-12:00 16:00-18:00,סגור,סגור,,מכבי שרותי בריאות
,תל מונד,מרכז,השרון,ד.נ מגידו,32.256608,34.91846,"09-7779222 ,09-7779222",8:00-13:00 16:00-19:00,8:00-13:00,8:00-13:00 16:00-19:00,8:00-13:00,8:00-13:00,סגור,סגור,,קופת חולים כללית
,תל עדשים,צפון,יזרעאל,אהבת ישראל  כוכב יעקב,32.657358,35.302478,04-6591871,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,תל ציון,מרכז,רמלה,"תל ציון, אהבת אמת 19/8 ד.נ מזרח בנימין",31.8802223,35.239359,,10:00-12:00,9:30-12:00,10:0-12:00,10:00-12:00 14:30-17:00,10:00-12:00,8:00-10:00,סגור,,קופת חולים לאומית
,תל ציון,מרכז,רמלה,צומת שער הגולן - מסדה,31.880377,35.239097,"02-9705700 ,02-9705700",8:00-13:30,8:00-13:00,סגור,8:00-13:00 16:00-20:00,8:00-13:30,8:00-12:30,סגור,,קופת חולים כללית
,תל ציון,מרכז,רמלה,אהבת ישראל 2 תל ציון,31.880377,35.239097,02-9971360,8:00-16:00,8:00-20:00,8:00-16:00,8:00-20:00,8:00-16:00,סגור,סגור,,קופת חולים מאוחדת
,תל שבע,דרום,באר שבע,שכונה 2-  901,31.253103,34.858533,054-7302434,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,תלמים,אשקלון,אשקלון,צומת שער הגולן - מסדה,31.563416,34.671998,08-6898155,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,תמרת,צפון,יזרעאל,,32.703801,35.225489,04-6542663,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,תפרח,דרום,באר שבע,תפרח,31.325391,34.675289,08-9926056,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
אור הנר,אור הנר,אשקלון,אשקלון,ד.נ. חוף אשקלון,31.556197,34.602305,08-6802500,סגור,סגור,סגור,סגור,8:30-13:30,סגור,סגור,,קופת חולים כללית
גיורא,אור יהודה,תל אביב,תל אביב,דוד אלעזר 21,32.0282154,34.8651328,03-5385200,8:00-13:00 16:00-19:00,8:00-13:00,8:00-13:00 16:00-19:00,8:00-13:00,8:00-13:00 16:00-19:00,סגור,סגור,,קופת חולים כללית
הסהר האדום - שער הפרחים,ירושלים,ירושלים,ירושלים,"רח' אל חרירי 6, ירושלים",31.768319,35.21371,02-6282116,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,שבת 8:00-14:00,משרד הבריאות
הסהר האדום - עקבת אל חלידה,ירושלים,ירושלים,ירושלים,"עקבת אל חלידה 38, ירושלים",31.768319,35.21371,02-6288187,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,שבת 8:00-14:00,משרד הבריאות
,איתמר,מרכז,ירושלים,איתמר. ד. לב השומרון,32.173869,35.308029,,8:00-13:30 פעם בשבועיים,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,אלקנה,מרכז,פתח תקווה,אלקנה א. שומרון,32.110566,35.032054,,8:30-13:00 או 8:30-16:00 לסירוגין,החל מאוגוסט 13:30-18:30,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,אריאל,מרכז,רמלה,"אריאל, רח נחשונים 41",32.104637,35.174514,,8:00-16:30,8:00-16:30,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,בית אל,מרכז,רמלה,"בית אל, ד.נ מזרח בנימין",31.9416,35.222734,,8:00-14:30,8:00-13:45 8:00-13:30,8:00-14:00 8:00-12:00,8:00-12:00,סגור,סגור,סגור,,קופת חולים לאומית
,בית אריה,מרכז,רמלה,"בית אריה, רח הזית 1",32.03168,35.055913,,8:00-1300 16:00-19:00,8:00-14:30,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,גבעת זאב,ירושלים,ירושלים,"גבעת זאב, רח הגיא 49",31.8586914,35.171852,,8:00-15:30,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,גינות שומרון,מרכז,פתח תקווה,גינות שומרון,32.16948,35.08469,,7:30-13:00 16:00-18:30,7:30-12:30,7:30-14:00 16:00-19:00,7:30-14:00,סגור,סגור,סגור,,קופת חולים לאומית
,דולב,מרכז,רמלה,"דולב, ד.נ מודיעין",31.795905,35.076569,,8:00-11:00,10:00-13:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,הר ברכה,מרכז,פתח תקווה,הר ברכה ד.נ לב השומרון,32.20439,35.273201,,9:00-11:00 13:00-19:00,14:00-19:00,9:00-13:00,8:00-14:00,סגור,סגור,סגור,,קופת חולים לאומית
,חלמיש,מרכז,פתח תקווה,"חלמיש, ד.נ מודיעין",32.483827,34.948104,,7:30-15:30 3 פעמים בחודש,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,טלמון,מרכז,רמלה,טלמון. ד.נ מודיעין,31.939475,35.133131,,8:00-13:00,16:00-16:45,9:30-12:30,8:00-10:00,סגור,סגור,סגור,,קופת חולים לאומית
,יצהר,מרכז,פתח תקווה,"יצהר, ד.נ אפריים",31.738445,35.189187,,16:00-18:30,8:00-13:30 פעם בשבועיים,8:00-13:00,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,יקיר,מרכז,פתח תקווה,"יקיר, ד.נ השומרון",32.149831,35.114631,,13:00-16:00,9:00-12:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,כוכב השחר,מרכז,רמלה,"כוכב השחר, ד.נ מזרח בנימין",31.778293,34.639649,,9:00-17:00,9:00-14:00,9:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,כוכב יעקב,מרכז,רמלה,"כוכב יעקב, ד.נ מזרח בנימין",31.877755,35.245172,,10:00-13:00,8:00-9:00 10:00-12:00,10:00-12:00,8:00-11:00,11:00-13:00,סגור,סגור,,קופת חולים לאומית
,מעלה אפרים,ירושלים,ירושלים,"מעלה אפריים, ד.נ מזרח בנימין",32.071304,35.4039,,9:00-12:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,מעלה לבונה,מרכז,רמלה,"מעלה לבונה, ד.נ אפרים",32.276653,34.885558,,10:30-11:30,8:00-10:00,8:00-9:30,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,נריה,מרכז,פתח תקווה,"נריה, ד.נ מודיעין",32.200269,35.007777,,8:30-12:00,10:00-12:00,8:30-10:30 16:00-18:00,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,עטרת,מרכז,רמלה,"עטרת, ד.נ מודיעין",33.006966,35.600764,,7:00-15:30 פעם בחודש,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
,עמנואל,מרכז,פתח תקווה,"עמנואל, ד.נ לב השומרון",32.160688,35.136036,,9:30-13:00,8:00-13:00,9:30-11:0015:00-17:00,9:30-13:00,סגור,סגור,סגור,,קופת חולים לאומית
בני נצרים,בני נצרים,דרום,דרום,בני נצרים,31.143513,34.316403,08-6866350,8:00-13:00,16:00-19:00,סגור,סגור,סגור,סגור,סגור,,מכבי שרותי בריאות
אבו גוש,אבו גוש,ירושלים,ירושלים,הפול 17,31.8059723,35.1079105,"02-5342763 ,02-5704140",8:00-14:30,8:00-14:30,סגור,8:00-16:00,סגור,סגור,סגור,"הר אדר, נטף",משרד הבריאות
אבו סנאן א,אבו סנאן,צפון,עכו,אבו סנאן,32.959529,35.168596,04-9965339,סגור,8:00-16:00,8:00-16:00,8:00-16:00,8:00-18:00,8:00-15:00,סגור,,משרד הבריאות
אבו סנאן ג,אבו סנאן,צפון,עכו,אבו סנאן,32.959529,35.168596,04-9964520,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
אבו סנאן ד,אבו סנאן,צפון,עכו,אבו סנאן,32.959529,35.168596,04-9966757,סגור,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,,משרד הבריאות
אבן יהודה,אבן יהודה,מרכז,השרון,המייסדים  41,32.2694853,34.8904227,09-8917436,7:30-15:00,8:00-19:30,9:30-13:00,7:30-16:00,7:30-13:00,8:00-12:00,סגור,,קופת חולים מאוחדת
אבן יהודה,אבן יהודה,מרכז,השרון,"אסותא 2, אבן יהודה",32.276648,34.885087,"09-8915222 ,09-8915222",8:00-13:00  16:00-19:00,8:00-14:00,8:00-13:00   16:00-19:00,8:00-13:00,8:00-15:00,סגור,סגור,,קופת חולים כללית
אבן שמואל,אבן שמואל,אשקלון,אשקלון,ד.נ שדה גת,31.576429,34.762963,08-6857222,סגור,12:00-16:00,12:00-16:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
מרכז אבשלום,אבשלום,דרום,באר שבע,ד.נ. הנגב 85488,31.195397,34.3312,08-9985025,9:00-12:00  16:00-19:00,7:00-12:00,סגור,סגור,9:00-12:00,סגור,סגור,,קופת חולים כללית
אדמית,אדמית,צפון,עכו,אדמית,33.079458,35.212213,04-9859113,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אום אל גאנם,אום אל-גנם,צפון,יזרעאל,אום אל גאנם,32.676642,35.391943,04-6769237,8:00-14:00,8:00-20:00,סגור,8:00-14:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
אום אלפחם ו,אום אלפחם,חיפה,חדרה,עין ג'ארר,32.510051,35.142063,04-6316730,8:00-13:30,8:00-20:00,8:00-13:30,סגור,סגור,סגור,סגור,,משרד הבריאות
אופקים ב',אופקים,דרום,באר שבע,"שכונת שרת, רחוב יוגב 19, מקלט 9",31.311337,34.622824,08-9922622,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
אופקים ג',אופקים,דרום,באר שבע,"שכונת בן גוריון, חפץ חיים 22",31.311337,34.622824,08-9922621,8:00-20:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-20:00,סגור,סגור,,משרד הבריאות
אור יהודה,אור יהודה,מרכז,מרכז,אופירה 1,32.0274752,34.8648857,03-5387222,7:30-18:30,7:30-18:00,7:30-15:45,8:00-13:00,8:00-13:00,סגור,סגור,,מכבי שרותי בריאות
אורות,אור עקיבא,חיפה,חדרה,האלון 100 אורות,32.500905,34.925589,077-7282635,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,קיסריה,משרד הבריאות
קנדי,אור עקיבא,חיפה,חדרה,השירות ניתן בבלפור,32.509965,34.920394,077-3361967,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,סגור,סגור,,משרד הבריאות
בלפור,אור עקיבא,חיפה,חדרה,רחוב בלפור,32.508682,34.918493,077-3361967,סגור,סגור,סגור,סגור,סגור,סגור,סגור,"קיסריה, תחנה סגורה זמנית בשל שיפוץ",משרד הבריאות
אורים,אורים,דרום,באר שבע,ד.נ הנגב,31.304094,34.524868,"08-9920211 ,08-9920500",סגור,סגור,9:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
אורנית,אורנית,מרכז,השרון,מרכז מסחרי 1,32.131924,34.99081,03-7214100,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,16:00-18:30,סגור,סגור,,מכבי שרותי בריאות
אורנית,אורנית,מרכז,פתח תקווה,ליד המרכז המסחרי אורנית,32.131924,34.99081,"03-9085301 ,03-9085301",סגור,8:00-14:00,סגור,8:00-14:00,סגור,סגור,סגור,,קופת חולים כללית
אושה,אושה,חיפה,חיפה,ד.נ כפר המכבי,32.796458,35.114584,"04-8458579 ,04-8458579",8:00-12:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אזור,אזור,תל אביב,תל אביב,משה שרת 73,32.0265173,34.8068745,03-5586874,7:30-15:30,7:30-15:30,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
אחוזת ברק,אחוזת ברק,צפון,יזרעאל,אחוזת ברק,32.6436161,35.3374094,04-6421420,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אחיהוד,אחיהוד,צפון,עכו,ד.נ משגב,32.907405,35.171715,04-9964570,סגור,12:00-17:00,סגור,8:00-13:00,סגור,סגור,סגור,,קופת חולים כללית
